Employee ID,MonthlyIncome,TotalWorkingYears,Work Life Balance Rating,WorkLifeBalance,YearsSinceLastPromotion,Attrition,Department,EmployeeCount,Gender,HourlyRate,JobRole,Attrition Count
13640,47823,24,Excellent,4,13,No,Human Resources,1,Female,90,Healthcare Representative,0
13641,31267,12,Moderate,2,2,Yes,Support,1,Female,139,Research Director,1
13642,17873,28,Excellent,4,23,No,Hardware,1,Female,41,Research Scientist,0
13643,25870,10,Poor,1,6,No,Software,1,Male,41,Manager,0
13644,38460,31,Moderate,2,13,No,Human Resources,1,Female,125,Research Scientist,0
13645,8654,34,Poor,1,29,Yes,Hardware,1,Male,170,Manager,1
13646,45773,19,Poor,1,3,No,Sales,1,Female,105,Sales Executive,0
13647,47521,34,Poor,1,7,Yes,Human Resources,1,Male,151,Sales Executive,1
13648,37050,40,Good,3,13,No,Research & Development,1,Male,191,Healthcare Representative,0
13649,30517,31,Moderate,2,13,Yes,Sales,1,Female,36,Research Scientist,1
13650,44874,24,Moderate,2,9,No,Sales,1,Female,159,Laboratory Technician,0
13651,8777,10,Poor,1,3,Yes,Research & Development,1,Female,60,Sales Representative,1
13652,28062,33,Excellent,4,1,Yes,Software,1,Male,171,Human Resources,1
13653,25602,16,Poor,1,6,Yes,Hardware,1,Male,31,Research Scientist,1
13654,8850,18,Good,3,1,No,Research & Development,1,Male,77,Developer,0
13655,5106,10,Moderate,2,1,No,Software,1,Male,104,Research Director,0
13656,48553,20,Poor,1,6,Yes,Human Resources,1,Male,63,Manufacturing Director,1
13657,36372,21,Poor,1,5,No,Support,1,Female,118,Manufacturing Director,0
13658,16385,13,Excellent,4,5,No,Software,1,Male,34,Sales Representative,0
13659,1555,1,Excellent,4,1,No,Human Resources,1,Male,170,Developer,0
13660,18637,34,Poor,1,4,No,Software,1,Male,151,Human Resources,0
13661,8859,27,Excellent,4,9,Yes,Sales,1,Female,45,Research Director,1
13662,17891,33,Good,3,19,Yes,Sales,1,Male,186,Sales Executive,1
13663,3847,36,Good,3,17,No,Human Resources,1,Male,86,Research Director,0
13664,34455,33,Poor,1,5,No,Support,1,Female,190,Sales Executive,0
13665,44999,25,Good,3,11,Yes,Research & Development,1,Male,183,Manager,1
13666,34726,8,Poor,1,1,No,Hardware,1,Male,47,Laboratory Technician,0
13667,41971,24,Poor,1,1,Yes,Software,1,Male,60,Human Resources,1
13668,23640,1,Good,3,1,Yes,Hardware,1,Female,171,Human Resources,1
13669,17483,10,Excellent,4,2,Yes,Sales,1,Male,193,Manager,1
13670,20917,6,Moderate,2,4,No,Hardware,1,Male,130,Research Director,0
13671,16279,27,Moderate,2,2,No,Hardware,1,Female,130,Developer,0
13672,13287,22,Excellent,4,1,No,Hardware,1,Male,108,Laboratory Technician,0
13673,47096,20,Poor,1,14,Yes,Software,1,Female,119,Human Resources,1
13674,37373,31,Good,3,1,Yes,Support,1,Male,42,Sales Representative,1
13675,6076,7,Moderate,2,1,Yes,Sales,1,Female,172,Research Scientist,1
13676,10427,6,Poor,1,2,No,Human Resources,1,Male,32,Developer,0
13677,42563,31,Good,3,7,Yes,Hardware,1,Male,163,Sales Representative,1
13678,38608,34,Moderate,2,15,No,Support,1,Male,44,Sales Executive,0
13679,40718,22,Poor,1,9,No,Software,1,Male,123,Developer,0
13680,44986,21,Poor,1,8,No,Sales,1,Male,31,Human Resources,0
13681,2892,17,Excellent,4,16,No,Software,1,Female,158,Laboratory Technician,0
13682,21957,12,Excellent,4,1,Yes,Research & Development,1,Female,86,Manufacturing Director,1
13683,33201,33,Excellent,4,20,Yes,Hardware,1,Male,74,Sales Representative,1
13684,25263,1,Moderate,2,1,No,Research & Development,1,Female,165,Manufacturing Director,0
13685,32219,23,Good,3,4,No,Hardware,1,Female,111,Manager,0
13686,39298,35,Good,3,30,Yes,Hardware,1,Female,80,Sales Representative,1
13687,26259,40,Moderate,2,3,No,Human Resources,1,Male,62,Research Director,0
13688,5894,18,Moderate,2,1,No,Support,1,Male,76,Research Director,0
13689,17149,5,Good,3,2,Yes,Hardware,1,Female,106,Sales Representative,1
13690,21267,9,Good,3,4,No,Support,1,Male,49,Sales Representative,0
13691,50957,32,Excellent,4,5,No,Software,1,Female,82,Sales Representative,0
13692,18320,5,Moderate,2,1,Yes,Hardware,1,Male,183,Research Director,1
13693,16602,5,Good,3,1,Yes,Research & Development,1,Male,72,Sales Representative,1
13694,13979,3,Excellent,4,1,No,Research & Development,1,Female,144,Research Director,0
13695,47782,21,Poor,1,10,No,Support,1,Female,136,Sales Representative,0
13696,13760,13,Moderate,2,3,No,Sales,1,Female,184,Developer,0
13697,14158,9,Excellent,4,4,Yes,Hardware,1,Male,117,Sales Representative,1
13698,28246,29,Moderate,2,3,Yes,Sales,1,Female,196,Research Scientist,1
13699,50239,7,Poor,1,3,No,Support,1,Female,155,Laboratory Technician,0
13700,18674,36,Moderate,2,27,Yes,Software,1,Male,162,Research Director,1
13701,32895,21,Good,3,1,No,Research & Development,1,Male,39,Manufacturing Director,0
13702,1298,31,Poor,1,12,No,Research & Development,1,Female,157,Healthcare Representative,0
13703,30944,3,Moderate,2,3,No,Software,1,Female,136,Sales Representative,0
13704,2739,2,Moderate,2,2,Yes,Sales,1,Female,30,Sales Executive,1
13705,12742,26,Excellent,4,9,Yes,Support,1,Male,87,Sales Representative,1
13706,20996,5,Good,3,1,No,Software,1,Male,81,Research Director,0
13707,10221,11,Moderate,2,2,Yes,Human Resources,1,Female,147,Laboratory Technician,1
13708,9310,19,Moderate,2,6,No,Human Resources,1,Female,39,Research Director,0
13709,50312,1,Good,3,1,No,Support,1,Male,48,Manufacturing Director,0
13710,12559,9,Excellent,4,4,Yes,Software,1,Male,138,Laboratory Technician,1
13711,27188,27,Moderate,2,9,Yes,Hardware,1,Female,42,Developer,1
13712,48393,31,Good,3,9,No,Hardware,1,Male,136,Research Scientist,0
13713,1256,13,Poor,1,3,Yes,Hardware,1,Female,89,Sales Executive,1
13714,37774,21,Good,3,7,Yes,Sales,1,Male,167,Research Director,1
13715,23359,6,Good,3,1,Yes,Sales,1,Female,62,Laboratory Technician,1
13716,2115,40,Moderate,2,21,No,Software,1,Male,44,Research Director,0
13717,45098,19,Poor,1,5,No,Support,1,Male,100,Research Scientist,0
13718,6721,8,Good,3,2,Yes,Sales,1,Male,120,Manufacturing Director,1
13719,38733,35,Excellent,4,5,No,Software,1,Male,119,Manager,0
13720,42690,22,Moderate,2,2,No,Human Resources,1,Male,75,Research Scientist,0
13721,12586,20,Excellent,4,1,Yes,Hardware,1,Male,111,Developer,1
13722,1991,6,Excellent,4,1,Yes,Human Resources,1,Male,35,Sales Executive,1
13723,20391,6,Good,3,1,No,Hardware,1,Male,145,Laboratory Technician,0
13724,12888,9,Good,3,7,No,Software,1,Male,100,Sales Representative,0
13725,25530,38,Excellent,4,5,Yes,Research & Development,1,Female,66,Sales Representative,1
13726,15402,13,Good,3,3,Yes,Software,1,Female,62,Sales Representative,1
13727,43584,9,Good,3,2,No,Software,1,Female,141,Healthcare Representative,0
13728,19004,27,Excellent,4,10,No,Research & Development,1,Male,99,Sales Executive,0
13729,49149,14,Moderate,2,1,Yes,Hardware,1,Male,146,Manufacturing Director,1
13730,47218,1,Poor,1,1,Yes,Software,1,Female,176,Healthcare Representative,1
13731,45335,17,Good,3,9,Yes,Hardware,1,Female,106,Manufacturing Director,1
13732,36329,37,Poor,1,5,No,Support,1,Female,78,Laboratory Technician,0
13733,6914,3,Poor,1,2,Yes,Hardware,1,Male,121,Manager,1
13734,17873,30,Good,3,18,No,Software,1,Female,111,Sales Representative,0
13735,20525,30,Moderate,2,5,No,Research & Development,1,Female,164,Manager,0
13736,27115,13,Moderate,2,2,No,Human Resources,1,Female,191,Sales Representative,0
13737,7892,15,Good,3,3,Yes,Human Resources,1,Male,101,Developer,1
13738,42181,10,Excellent,4,2,Yes,Software,1,Male,195,Research Director,1
13739,30491,14,Excellent,4,1,Yes,Support,1,Female,66,Developer,1
13740,21047,21,Moderate,2,3,Yes,Support,1,Female,56,Sales Representative,1
13741,36590,27,Poor,1,1,Yes,Research & Development,1,Male,143,Research Director,1
13742,16063,24,Excellent,4,8,Yes,Sales,1,Male,168,Manufacturing Director,1
13743,24120,22,Good,3,3,Yes,Software,1,Female,94,Research Director,1
13744,8209,40,Poor,1,1,Yes,Research & Development,1,Female,159,Research Scientist,1
13745,5296,3,Good,3,3,Yes,Software,1,Male,60,Manufacturing Director,1
13746,15760,30,Excellent,4,16,Yes,Hardware,1,Female,98,Research Director,1
13747,21440,1,Excellent,4,1,Yes,Sales,1,Male,128,Healthcare Representative,1
13748,44556,20,Good,3,8,No,Software,1,Male,60,Manufacturing Director,0
13749,18928,8,Good,3,1,Yes,Human Resources,1,Female,141,Laboratory Technician,1
13750,9557,14,Excellent,4,1,Yes,Research & Development,1,Female,147,Human Resources,1
13751,9716,8,Excellent,4,1,Yes,Support,1,Male,122,Research Director,1
13752,19880,1,Good,3,1,No,Software,1,Female,56,Laboratory Technician,0
13753,2371,10,Good,3,6,Yes,Support,1,Female,193,Sales Executive,1
13754,31995,23,Poor,1,2,No,Human Resources,1,Female,30,Research Director,0
13755,2044,37,Moderate,2,13,No,Human Resources,1,Female,117,Human Resources,0
13756,38278,35,Moderate,2,11,Yes,Human Resources,1,Female,151,Sales Executive,1
13757,40329,9,Poor,1,2,Yes,Human Resources,1,Male,169,Sales Executive,1
13758,20597,21,Moderate,2,9,Yes,Sales,1,Female,63,Research Scientist,1
13759,8442,13,Good,3,4,Yes,Support,1,Male,117,Sales Representative,1
13760,11126,2,Moderate,2,1,Yes,Support,1,Male,100,Laboratory Technician,1
13761,29660,24,Good,3,13,Yes,Human Resources,1,Male,159,Manufacturing Director,1
13762,15079,22,Moderate,2,1,No,Software,1,Male,195,Manufacturing Director,0
13763,19447,7,Excellent,4,4,Yes,Support,1,Female,184,Developer,1
13764,12540,33,Excellent,4,15,No,Software,1,Female,170,Manager,0
13765,44226,40,Good,3,5,No,Software,1,Male,71,Manufacturing Director,0
13766,19079,3,Good,3,3,Yes,Hardware,1,Female,114,Research Director,1
13767,2207,2,Good,3,2,Yes,Support,1,Female,60,Developer,1
13768,47352,23,Good,3,8,Yes,Human Resources,1,Female,74,Sales Executive,1
13769,12234,11,Poor,1,9,Yes,Human Resources,1,Male,50,Manufacturing Director,1
13770,24364,24,Good,3,16,No,Sales,1,Male,80,Research Director,0
13771,9074,10,Moderate,2,2,No,Research & Development,1,Female,32,Sales Executive,0
13772,31575,40,Good,3,3,No,Sales,1,Male,162,Laboratory Technician,0
13773,6082,34,Moderate,2,3,Yes,Research & Development,1,Female,78,Laboratory Technician,1
13774,47558,35,Good,3,21,No,Software,1,Female,85,Sales Executive,0
13775,48700,20,Moderate,2,1,No,Research & Development,1,Male,125,Manager,0
13776,35371,15,Excellent,4,10,Yes,Support,1,Male,94,Sales Representative,1
13777,44700,10,Poor,1,2,Yes,Sales,1,Male,130,Research Director,1
13778,29355,18,Excellent,4,2,Yes,Software,1,Male,86,Manufacturing Director,1
13779,19630,13,Good,3,7,Yes,Sales,1,Female,30,Manufacturing Director,1
13780,38523,9,Poor,1,1,Yes,Human Resources,1,Male,121,Healthcare Representative,1
13781,8394,34,Good,3,4,No,Human Resources,1,Male,37,Sales Executive,0
13782,46243,12,Excellent,4,3,No,Human Resources,1,Female,114,Healthcare Representative,0
13783,6395,13,Excellent,4,6,No,Human Resources,1,Female,86,Human Resources,0
13784,48400,4,Good,3,1,No,Hardware,1,Male,182,Sales Executive,0
13785,16192,37,Good,3,7,No,Software,1,Female,66,Sales Representative,0
13786,34717,39,Good,3,1,Yes,Human Resources,1,Male,71,Developer,1
13787,38104,37,Excellent,4,2,Yes,Software,1,Female,101,Healthcare Representative,1
13788,30429,33,Moderate,2,1,Yes,Support,1,Male,76,Research Scientist,1
13789,15687,3,Excellent,4,1,Yes,Human Resources,1,Male,185,Sales Executive,1
13790,28001,26,Excellent,4,7,Yes,Hardware,1,Female,98,Sales Executive,1
13791,9543,9,Excellent,4,1,Yes,Human Resources,1,Female,79,Research Director,1
13792,1062,29,Good,3,7,Yes,Support,1,Male,183,Healthcare Representative,1
13793,35378,24,Excellent,4,11,No,Sales,1,Male,44,Healthcare Representative,0
13794,5267,31,Good,3,3,Yes,Software,1,Female,120,Human Resources,1
13795,14763,10,Good,3,2,No,Research & Development,1,Female,149,Laboratory Technician,0
13796,33246,12,Good,3,1,No,Sales,1,Female,178,Sales Executive,0
13797,49518,15,Good,3,9,No,Human Resources,1,Female,34,Developer,0
13798,3354,27,Good,3,6,Yes,Research & Development,1,Female,119,Manufacturing Director,1
13799,43178,14,Poor,1,2,No,Hardware,1,Female,181,Manager,0
13800,24389,1,Poor,1,1,Yes,Software,1,Male,187,Human Resources,1
13801,5456,37,Excellent,4,14,Yes,Support,1,Female,163,Manager,1
13802,40983,26,Poor,1,2,No,Software,1,Female,115,Research Director,0
13803,38157,33,Poor,1,14,No,Human Resources,1,Male,145,Manager,0
13804,26833,24,Good,3,2,Yes,Sales,1,Male,97,Research Director,1
13805,13478,26,Excellent,4,14,Yes,Human Resources,1,Female,167,Human Resources,1
13806,5481,4,Moderate,2,2,No,Software,1,Female,183,Research Director,0
13807,18117,36,Good,3,1,No,Software,1,Male,151,Developer,0
13808,40817,6,Moderate,2,3,No,Research & Development,1,Male,108,Healthcare Representative,0
13809,49155,18,Good,3,5,Yes,Sales,1,Male,186,Research Scientist,1
13810,1995,3,Excellent,4,1,Yes,Hardware,1,Male,170,Manager,1
13811,10118,36,Poor,1,3,No,Sales,1,Male,40,Sales Representative,0
13812,19953,35,Excellent,4,31,Yes,Software,1,Male,137,Healthcare Representative,1
13813,18185,19,Moderate,2,1,Yes,Software,1,Male,103,Research Director,1
13814,15216,2,Moderate,2,1,Yes,Research & Development,1,Male,144,Sales Executive,1
13815,45956,25,Good,3,16,Yes,Hardware,1,Male,198,Manufacturing Director,1
13816,39188,40,Moderate,2,16,No,Software,1,Female,108,Laboratory Technician,0
13817,33736,7,Poor,1,4,Yes,Sales,1,Female,134,Healthcare Representative,1
13818,33593,32,Moderate,2,12,No,Support,1,Male,196,Research Director,0
13819,20758,1,Excellent,4,1,Yes,Hardware,1,Male,197,Developer,1
13820,25278,31,Good,3,13,No,Human Resources,1,Male,126,Manufacturing Director,0
13821,6291,24,Excellent,4,13,No,Sales,1,Male,86,Developer,0
13822,36052,27,Poor,1,2,Yes,Sales,1,Male,120,Research Director,1
13823,14073,8,Good,3,2,No,Software,1,Male,44,Research Scientist,0
13824,49752,36,Poor,1,3,Yes,Sales,1,Female,170,Healthcare Representative,1
13825,45992,37,Good,3,2,Yes,Hardware,1,Female,200,Laboratory Technician,1
13826,41219,7,Good,3,4,No,Support,1,Male,158,Research Scientist,0
13827,23470,20,Good,3,4,Yes,Support,1,Female,102,Developer,1
13828,34384,3,Good,3,1,No,Hardware,1,Male,180,Research Scientist,0
13829,27480,12,Moderate,2,1,Yes,Sales,1,Female,153,Healthcare Representative,1
13830,19135,22,Good,3,2,No,Sales,1,Male,76,Research Scientist,0
13831,10627,38,Poor,1,22,Yes,Sales,1,Male,32,Research Director,1
13832,19163,37,Poor,1,20,Yes,Research & Development,1,Male,181,Research Scientist,1
13833,17244,36,Moderate,2,4,No,Sales,1,Female,156,Manufacturing Director,0
13834,15475,34,Good,3,9,No,Software,1,Male,167,Developer,0
13835,9929,36,Moderate,2,3,No,Sales,1,Male,165,Manager,0
13836,42757,3,Excellent,4,1,Yes,Research & Development,1,Male,110,Healthcare Representative,1
13837,13464,6,Poor,1,3,Yes,Research & Development,1,Male,44,Developer,1
13838,38269,7,Moderate,2,3,Yes,Support,1,Male,74,Sales Executive,1
13839,49558,3,Moderate,2,1,Yes,Sales,1,Male,188,Healthcare Representative,1
13840,35484,20,Excellent,4,4,No,Support,1,Male,195,Manager,0
13841,48349,12,Moderate,2,3,Yes,Human Resources,1,Male,116,Research Scientist,1
13842,7118,5,Poor,1,1,Yes,Sales,1,Female,45,Manager,1
13843,35091,23,Excellent,4,6,Yes,Software,1,Male,91,Manager,1
13844,24784,8,Excellent,4,1,Yes,Sales,1,Female,188,Research Director,1
13845,2988,9,Good,3,2,Yes,Support,1,Female,141,Manager,1
13846,14915,22,Moderate,2,20,No,Support,1,Male,188,Sales Executive,0
13847,45589,15,Poor,1,1,Yes,Software,1,Female,133,Manager,1
13848,3182,37,Poor,1,14,No,Software,1,Male,170,Human Resources,0
13849,34691,23,Moderate,2,6,Yes,Research & Development,1,Male,111,Laboratory Technician,1
13850,2061,20,Good,3,7,No,Hardware,1,Female,99,Laboratory Technician,0
13851,42194,3,Excellent,4,3,Yes,Human Resources,1,Female,166,Manufacturing Director,1
13852,8761,18,Excellent,4,6,No,Support,1,Male,38,Developer,0
13853,16830,34,Moderate,2,34,No,Software,1,Female,188,Human Resources,0
13854,43188,23,Good,3,3,No,Software,1,Male,81,Developer,0
13855,39221,26,Poor,1,8,Yes,Support,1,Female,199,Manufacturing Director,1
13856,18131,31,Moderate,2,6,Yes,Support,1,Male,56,Research Scientist,1
13857,41188,6,Poor,1,3,Yes,Research & Development,1,Female,175,Manager,1
13858,46373,9,Poor,1,4,Yes,Sales,1,Male,178,Laboratory Technician,1
13859,37755,32,Moderate,2,1,Yes,Research & Development,1,Female,146,Laboratory Technician,1
13860,1892,35,Moderate,2,18,No,Software,1,Male,86,Research Scientist,0
13861,32797,36,Poor,1,11,Yes,Research & Development,1,Male,61,Laboratory Technician,1
13862,14860,26,Poor,1,3,No,Software,1,Female,110,Research Director,0
13863,21740,8,Moderate,2,2,Yes,Sales,1,Female,140,Human Resources,1
13864,42611,18,Moderate,2,8,Yes,Hardware,1,Male,52,Sales Representative,1
13865,27287,34,Good,3,1,Yes,Software,1,Female,90,Healthcare Representative,1
13866,21279,28,Moderate,2,5,Yes,Software,1,Female,102,Laboratory Technician,1
13867,16576,15,Poor,1,2,Yes,Research & Development,1,Female,194,Human Resources,1
13868,15284,5,Excellent,4,3,Yes,Software,1,Male,112,Human Resources,1
13869,10727,18,Poor,1,8,Yes,Hardware,1,Male,194,Research Director,1
13870,44361,5,Moderate,2,3,No,Human Resources,1,Male,49,Research Director,0
13871,10211,15,Good,3,10,Yes,Research & Development,1,Male,80,Healthcare Representative,1
13872,30310,28,Poor,1,4,Yes,Software,1,Female,179,Research Director,1
13873,21969,13,Moderate,2,1,No,Human Resources,1,Male,150,Healthcare Representative,0
13874,18162,2,Good,3,1,Yes,Sales,1,Male,90,Manager,1
13875,36736,7,Excellent,4,3,Yes,Research & Development,1,Female,111,Developer,1
13876,38953,36,Poor,1,1,Yes,Software,1,Female,183,Manager,1
13877,17491,7,Poor,1,6,Yes,Human Resources,1,Female,124,Sales Representative,1
13878,43776,30,Excellent,4,6,Yes,Research & Development,1,Female,199,Sales Executive,1
13879,22480,39,Excellent,4,12,Yes,Research & Development,1,Female,77,Sales Executive,1
13880,1319,5,Moderate,2,1,Yes,Hardware,1,Male,191,Healthcare Representative,1
13881,48744,28,Good,3,5,Yes,Sales,1,Male,57,Manager,1
13882,13559,24,Excellent,4,13,No,Human Resources,1,Female,160,Manager,0
13883,44599,36,Moderate,2,7,No,Hardware,1,Female,110,Sales Representative,0
13884,16818,22,Good,3,5,No,Sales,1,Male,64,Manufacturing Director,0
13885,1991,38,Good,3,2,No,Sales,1,Male,122,Sales Executive,0
13886,47845,12,Poor,1,9,No,Sales,1,Male,102,Research Scientist,0
13887,2175,36,Excellent,4,6,Yes,Software,1,Female,46,Research Director,1
13888,17137,23,Good,3,7,Yes,Sales,1,Female,179,Laboratory Technician,1
13889,50654,36,Good,3,32,No,Research & Development,1,Female,198,Research Scientist,0
13890,44165,15,Poor,1,2,Yes,Human Resources,1,Male,44,Laboratory Technician,1
13891,49807,38,Moderate,2,8,Yes,Software,1,Female,40,Developer,1
13892,21707,16,Poor,1,5,Yes,Support,1,Female,148,Manufacturing Director,1
13893,20158,9,Moderate,2,1,Yes,Software,1,Male,72,Manager,1
13894,38967,38,Excellent,4,32,No,Software,1,Female,171,Sales Representative,0
13895,43706,19,Moderate,2,3,Yes,Software,1,Female,181,Manager,1
13896,5671,34,Poor,1,11,Yes,Human Resources,1,Female,137,Laboratory Technician,1
13897,15272,13,Moderate,2,2,No,Human Resources,1,Female,192,Manager,0
